,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1739,2,0,1,23,7,139224.92,0,1,0,65057.71,0
1740,2,0,0,42,7,121453.63,0,0,0,46374.64,0
1741,3,0,0,25,4,0.0,0,0,1,42039.67,0
1742,1,2,0,54,1,77354.37,0,0,0,138192.98,1
1743,0,0,1,40,6,0.0,0,1,1,22735.45,0
1744,4,0,0,39,7,79259.99,0,0,1,186910.74,0
1745,0,0,1,30,2,116295.29,0,1,0,75285.47,0
1746,1,1,0,59,1,0.0,0,0,1,130260.11,1
1747,1,2,1,34,9,74309.81,0,1,0,15034.93,0
1748,2,2,1,34,2,152797.9,0,1,0,175709.4,1
1749,0,0,1,42,9,133701.07,0,1,0,101069.71,1
1750,1,2,0,33,7,114430.18,0,1,1,153012.13,0
1751,0,0,1,29,7,127504.57,0,0,0,86173.92,0
1752,3,2,0,41,2,84113.41,0,1,0,197548.63,0
1753,1,1,0,23,10,101126.66,0,0,0,37042.8,0
1754,2,2,1,33,5,103564.83,0,1,0,121085.72,0
1755,0,1,0,52,7,0.0,0,0,1,194113.99,1
1756,1,0,1,37,2,168178.21,0,0,1,101273.23,0
1757,0,2,0,39,1,143903.11,0,1,1,118711.75,1
1758,1,2,0,30,5,129753.69,0,1,0,582.53,0
1759,1,0,1,35,9,0.0,0,1,0,192381.21,0
1760,0,0,1,38,5,110641.18,0,0,1,136507.69,1
1761,1,0,0,36,4,166909.2,0,1,0,138871.12,1
1762,3,0,0,34,1,154139.45,0,1,1,60728.89,0
1763,2,0,1,38,7,97459.06,0,0,0,189175.71,0
1764,1,0,1,40,1,0.0,0,1,1,102547.56,0
1765,3,2,1,43,6,112088.04,0,1,1,36706.56,0
1766,1,0,0,34,3,0.0,0,1,1,44756.25,0
1767,4,0,0,48,7,0.0,0,1,1,132870.15,0
1768,3,1,1,28,1,141038.57,0,0,0,16287.38,0
1769,1,2,1,39,2,84468.67,0,1,1,121945.42,0
1770,2,1,0,36,4,118520.26,0,0,0,131173.9,1
1771,1,0,1,37,1,142663.46,0,0,1,88669.89,0
1772,1,2,1,27,4,118627.16,0,1,1,160835.3,0
1773,1,1,1,34,1,137523.02,0,0,0,24761.36,0
1774,0,0,1,28,7,110976.23,0,1,0,138526.96,0
1775,0,0,0,38,8,107283.4,0,0,0,157442.75,0
1776,1,0,1,38,5,0.0,0,0,0,105295.77,0
1777,2,0,1,34,4,124314.45,0,0,0,97782.92,0
1778,1,0,0,41,5,95858.37,0,1,1,68255.88,0
1779,2,0,1,36,2,0.0,0,1,0,108790.95,0
1780,4,0,1,33,8,0.0,0,1,0,143706.18,0
1781,3,1,0,36,0,0.0,0,0,0,148993.47,0
1782,0,0,0,35,6,117707.18,0,0,0,95277.15,1
1783,0,1,1,38,1,135289.33,0,0,1,152956.33,0
1784,1,0,1,36,8,174060.46,0,1,1,94925.62,0
1785,2,2,1,40,3,114446.84,0,1,1,87308.18,0
1786,2,1,1,37,2,0.0,0,1,0,83978.86,1
1787,1,0,1,25,1,157848.53,0,0,0,37543.93,1
1788,0,0,0,43,8,0.0,0,0,1,104889.3,0
1789,3,1,0,37,6,0.0,0,1,1,149705.25,0
1790,2,2,0,74,3,108071.36,0,1,1,16445.79,0
1791,2,1,0,35,8,14262.8,0,1,0,54689.16,0
1792,2,1,1,41,7,102749.72,0,0,1,194913.86,0
1793,1,1,1,36,1,161757.87,0,1,1,146371.72,0
1794,4,0,1,38,1,0.0,0,1,0,156603.7,0
1795,2,2,0,35,5,95698.79,0,0,1,182566.76,0
1796,0,0,1,37,9,124969.13,0,1,0,60194.05,0
1797,1,2,1,44,4,93960.35,0,1,0,36579.53,1
1798,2,0,0,51,4,88308.87,1,0,0,5862.53,1
1799,4,1,0,39,10,0.0,0,1,1,143030.09,0
1800,2,0,0,59,3,0.0,0,1,1,62700.08,0
1801,0,0,1,30,7,112935.87,0,1,1,99017.34,0
1802,2,1,0,24,8,98567.1,0,1,0,187987.01,0
1803,0,0,0,26,1,180530.51,0,0,0,123454.62,0
1804,0,0,1,33,5,140931.57,0,0,1,10921.5,0
1805,3,2,0,31,7,148913.72,0,1,0,53817.23,0
1806,2,0,1,38,7,0.0,0,0,0,81617.4,0
1807,4,0,0,49,2,0.0,0,0,1,192298.84,1
1808,2,0,1,41,5,0.0,0,0,0,143882.25,0
1809,1,0,0,50,6,115335.32,0,1,1,53130.41,0
1810,1,0,0,65,0,0.0,0,1,1,190454.04,0
1811,3,0,0,26,0,0.0,0,0,1,111906.0,0
1812,4,2,0,33,7,134678.13,0,1,0,113177.95,0
1813,4,0,1,38,9,0.0,0,1,0,30529.88,0
1814,0,2,1,31,2,90547.48,0,1,1,18800.13,0
1815,0,0,1,32,9,103324.78,0,1,1,46127.7,0
1816,0,0,1,29,3,114590.58,0,0,0,75585.48,0
1817,1,2,0,36,3,91286.51,0,1,0,63085.94,0
1818,1,1,1,32,5,163340.12,0,1,1,74415.2,0
1819,2,1,1,45,8,150900.29,0,0,1,139889.15,0
1820,1,1,1,23,9,124577.33,0,1,1,7267.25,0
1821,1,1,1,35,1,0.0,0,0,0,186826.22,0
1822,4,1,0,31,4,91292.7,0,1,1,162149.07,0
1823,3,2,0,57,8,93716.72,0,1,1,180150.49,1
1824,3,0,0,37,4,111723.08,0,1,1,83478.12,0
1825,3,2,1,45,4,110765.68,0,1,0,26163.74,1
1826,0,2,1,25,9,173459.45,0,1,1,44381.06,0
1827,0,1,0,22,7,169649.73,0,0,1,136365.0,1
1828,0,1,0,31,9,0.0,0,0,0,99294.22,0
1829,2,2,1,45,8,116917.07,0,0,0,173464.43,1
1830,0,0,1,37,5,0.0,0,1,1,127543.81,0
1831,1,0,0,36,7,0.0,0,1,1,52526.65,0
1832,1,0,1,22,0,0.0,0,1,0,32589.45,0
1833,1,2,1,32,8,130627.66,0,1,0,47161.25,1
1834,2,1,0,46,5,56580.95,0,0,1,45424.13,0
1835,2,2,1,38,6,142316.14,0,1,1,8018.49,0
1836,3,1,1,31,6,0.0,0,1,1,195668.0,0
1837,0,0,1,56,7,152759.0,0,1,0,133167.11,1
1838,0,2,1,39,0,109733.2,0,0,0,123602.11,1
1839,2,0,1,54,9,117444.51,0,1,1,186238.85,0
1840,0,1,0,34,5,76001.57,0,1,1,158668.87,0
1841,0,0,0,34,3,107747.57,0,1,0,9249.36,0
1842,3,1,0,35,8,0.0,0,1,1,116581.1,0
1843,1,0,0,36,1,134997.49,0,1,0,44688.08,0
1844,1,0,0,48,2,0.0,0,1,1,148608.39,0
1845,2,0,1,36,9,0.0,0,0,1,188670.9,1
1846,0,1,0,30,7,0.0,0,1,0,107067.37,0
1847,1,1,0,37,0,64345.21,0,0,1,61759.33,1
1848,0,2,0,35,8,141665.63,0,0,1,192776.64,0
1849,1,1,0,29,8,0.0,0,1,0,46735.19,0
1850,3,2,0,33,5,136624.6,0,1,1,169117.74,0
1851,3,0,0,52,4,161209.66,0,1,1,89081.41,0
1852,2,1,1,38,10,95010.92,0,1,1,105227.86,0
1853,2,0,0,41,4,167545.32,0,1,0,128246.81,0
1854,2,2,0,36,4,109044.6,0,0,0,94554.74,1
1855,3,0,0,47,9,122031.55,0,1,1,33823.5,1
1856,0,1,0,29,2,27755.97,0,1,0,97468.44,1
1857,0,0,0,29,1,118560.55,0,1,1,164137.36,0
1858,2,0,1,61,4,0.0,0,1,1,191313.7,0
1859,2,0,1,34,9,0.0,0,1,1,65257.57,0
1860,1,1,0,28,8,97840.72,0,1,1,178222.77,0
1861,0,2,0,38,2,158651.29,0,1,1,179445.28,0
1862,0,0,1,44,9,175303.06,0,1,0,65500.53,1
1863,2,1,1,25,8,96950.21,0,1,0,97877.92,0
1864,1,0,1,45,7,123859.6,0,0,1,113051.57,0
1865,3,0,0,32,7,0.0,0,1,1,105969.05,0
1866,0,0,0,70,9,0.0,0,1,1,122996.76,0
1867,2,0,0,33,3,85227.84,0,1,1,68087.15,0
1868,1,0,1,36,8,97786.08,0,0,1,21478.36,0
1869,1,2,1,33,7,128135.99,0,1,0,158437.73,0
1870,1,1,1,33,6,0.0,0,0,0,76551.7,0
1871,1,1,1,36,2,85996.19,0,1,0,15887.68,0
1872,4,1,0,50,10,0.0,0,1,1,33741.84,0
1873,1,2,0,39,1,104502.11,0,1,0,20652.69,0
1874,0,1,1,35,5,95772.97,0,1,1,112781.5,0
1875,0,1,1,31,5,98108.79,0,0,1,119996.95,0
1876,1,2,1,39,9,131607.28,1,0,1,6981.43,1
1877,3,1,1,55,9,63127.41,0,1,0,185211.28,1
1878,1,1,1,35,7,0.0,0,1,1,78436.36,0
1879,0,0,1,31,9,0.0,0,0,1,139048.0,0
1880,1,2,0,36,9,140355.56,0,1,0,136329.96,0
1881,0,1,0,36,2,0.0,0,1,1,14721.8,0
1882,4,0,1,30,2,0.0,0,0,1,3430.38,0
1883,3,2,1,24,7,107418.27,0,0,1,160450.21,0
1884,1,0,1,35,6,0.0,0,1,0,1485.27,0
1885,0,1,1,32,6,0.0,0,1,1,19720.08,0
1886,1,1,1,39,7,167557.12,0,1,1,41183.02,0
1887,1,1,1,34,8,117300.02,0,1,0,139410.08,0
1888,0,0,1,60,7,0.0,0,1,1,163691.48,0
1889,1,0,0,23,9,143672.9,0,1,1,115147.33,0
1890,2,0,1,33,4,0.0,0,1,1,74945.11,0
1891,1,0,0,37,1,0.0,0,1,1,180363.56,0
1892,1,2,0,31,8,76798.92,0,0,0,196021.73,0
1893,0,0,1,34,3,0.0,0,1,1,125979.36,0
1894,0,1,0,49,7,115309.75,0,1,0,111421.77,0
1895,3,0,0,29,7,178171.04,0,1,1,115818.51,0
1896,4,1,0,38,3,0.0,0,0,1,179360.76,0
1897,2,1,0,37,0,0.0,0,0,0,82351.06,0
1898,4,2,0,45,5,127258.79,0,1,1,192744.23,1
1899,1,1,0,30,6,0.0,0,1,1,113408.47,0
1900,0,0,0,33,8,0.0,0,1,1,124641.42,0
1901,3,1,1,67,5,0.0,0,0,1,54871.02,0
1902,3,1,0,33,10,0.0,0,1,1,98820.09,0
1903,3,1,1,36,2,0.0,0,1,1,45570.84,0
1904,1,1,0,69,1,107569.96,0,1,1,182336.45,0
1905,0,2,1,20,9,134874.4,0,1,1,118825.56,0
1906,3,0,0,29,4,0.0,0,1,0,103372.79,0
1907,1,0,0,67,3,0.0,0,1,1,43486.73,0
1908,1,1,0,48,6,0.0,0,1,1,40062.99,0
1909,1,1,0,32,3,0.0,0,1,0,46175.7,0
1910,1,1,1,42,0,70105.87,0,1,1,120830.73,0
1911,1,0,1,41,9,0.0,0,1,0,5967.09,0
1912,2,2,0,29,4,78939.15,0,1,0,122134.56,1
1913,3,2,1,30,6,105128.85,0,1,1,62972.13,0
1914,3,1,1,31,2,113836.27,0,1,1,174815.54,0
1915,0,1,1,25,7,0.0,0,0,1,192841.13,0
1916,0,2,1,48,1,100900.5,0,0,0,33310.72,1
1917,0,2,0,40,3,129248.11,0,1,0,72876.43,1
1918,3,0,0,28,3,109118.05,0,0,1,50911.41,0
1919,1,0,1,56,7,0.0,0,1,1,142400.27,1
1920,1,0,0,31,7,0.0,0,0,1,48778.46,0
1921,1,0,0,35,5,126397.66,0,0,0,156361.58,1
1922,1,0,1,36,9,108546.16,1,1,0,133807.77,1
1923,2,0,1,36,2,148061.89,0,1,0,179128.69,1
1924,1,0,1,44,8,122277.87,0,1,1,91810.71,0
1925,4,0,1,24,3,0.0,0,1,0,173195.33,0
1926,2,0,1,31,1,0.0,0,0,1,182270.88,0
1927,2,2,1,36,8,152899.24,0,1,0,177130.33,0
1928,0,2,1,54,3,134388.11,0,0,0,49954.79,1
1929,1,1,0,40,3,109740.62,0,1,0,141896.74,0
1930,0,2,1,23,6,92366.72,0,1,0,120661.71,0
1931,0,0,0,26,4,129109.02,0,0,0,149814.68,1
1932,1,1,0,56,5,0.0,0,1,1,41782.7,0
1933,1,2,1,74,7,105102.5,0,1,1,46172.47,0
1934,2,2,1,30,5,111375.32,0,1,0,2704.09,0
1935,0,0,1,39,3,0.0,0,1,0,6726.53,0
1936,2,2,0,33,9,150412.14,0,1,0,170764.08,0
1937,2,0,1,30,3,156660.72,0,1,0,45742.42,0
1938,0,0,1,38,3,90957.81,0,0,1,162304.59,0
1939,2,0,1,37,7,104960.46,0,0,1,80883.82,0
1940,0,2,0,31,7,117052.82,0,1,0,118508.09,1
1941,0,1,1,44,3,88915.85,0,1,0,69697.74,0
1942,2,0,1,45,6,148071.39,0,1,0,183575.01,0
1943,2,2,1,39,6,152182.83,0,0,0,161203.6,0
1944,3,1,1,39,9,0.0,0,1,0,143752.77,0
1945,2,0,1,22,5,130056.23,0,0,0,121894.31,1
1946,1,2,1,34,3,95039.73,0,1,1,147055.87,0
1947,2,0,1,52,1,0.0,0,1,1,172033.57,0
1948,2,1,1,35,9,0.0,0,0,0,143774.06,0
1949,0,0,0,43,2,112773.73,0,1,1,139366.58,0
1950,2,0,0,37,10,123806.28,0,1,0,81776.84,1
1951,1,0,1,53,8,144453.75,0,1,0,190998.96,1
1952,1,2,1,27,9,94667.29,0,0,1,4470.52,0
1953,1,0,1,21,10,0.0,0,0,1,135851.3,0
1954,1,1,1,51,5,174397.21,0,1,1,172372.63,0
1955,0,2,0,58,3,108888.24,1,0,1,135875.51,1
1956,0,0,1,55,4,118803.35,0,1,1,128124.7,1
1957,2,0,1,54,6,171137.62,0,1,1,167023.95,1
1958,1,0,1,42,6,0.0,0,0,0,149807.01,0
1959,2,0,1,33,8,136678.52,0,1,0,54290.62,0
1960,1,1,0,36,1,135515.76,0,1,0,86013.96,0
1961,2,1,0,24,5,177799.83,0,0,0,79886.06,0
1962,0,1,0,52,8,143542.36,1,1,0,141959.11,1
1963,0,2,1,34,8,147487.23,0,1,0,66680.77,0
1964,3,0,0,40,5,97764.41,0,1,0,98640.15,1
1965,1,0,0,33,9,0.0,0,0,0,142797.5,1
1966,2,2,0,48,8,139480.18,0,1,1,163581.67,0
1967,0,1,1,25,5,0.0,0,1,1,163221.22,0
1968,0,1,0,39,9,140553.46,0,0,0,12440.44,0
1969,2,0,0,36,5,0.0,0,1,1,145551.6,0
1970,1,0,0,41,10,141162.08,0,1,0,50908.48,0
1971,1,1,1,26,4,65848.36,0,1,0,30149.21,0
1972,2,1,0,30,0,83319.28,0,0,0,57769.2,0
1973,2,0,1,41,4,0.0,0,0,0,156381.47,0
1974,2,0,0,33,4,129731.64,0,1,0,178123.86,0
1975,1,0,0,35,5,0.0,0,1,0,51112.8,0
1976,1,1,0,38,6,0.0,0,0,0,173783.38,0
1977,2,1,1,35,1,0.0,1,0,0,174770.14,1
1978,0,2,1,37,5,107106.33,0,1,0,172063.09,0
1979,1,0,1,33,8,0.0,0,1,1,155294.17,0
1980,0,0,0,30,9,0.0,0,1,1,40320.3,0
1981,0,1,0,69,1,105303.73,0,0,1,134260.34,0
1982,1,0,1,28,6,165798.1,0,1,0,147090.9,0
1983,3,1,0,40,4,0.0,0,1,0,132368.47,0
1984,0,1,0,45,1,126495.57,0,1,1,164741.5,0
1985,2,1,0,47,9,116393.59,0,1,0,63051.32,1
1986,4,2,0,41,2,81733.74,0,0,0,199761.29,0
1987,2,0,1,54,4,0.0,0,0,1,55725.04,1
1988,0,1,0,46,8,106171.68,0,1,0,163145.5,1
1989,2,1,1,28,0,96020.86,0,1,1,57992.49,0
1990,4,1,1,41,1,0.0,0,0,1,193093.77,0
1991,1,2,1,36,2,181671.16,0,1,1,57531.14,0
1992,1,0,0,29,6,185709.28,0,1,1,77242.19,0
1993,4,2,1,60,8,134250.17,1,0,0,153046.16,1
1994,2,0,0,49,7,0.0,0,1,0,63405.2,1
1995,1,0,0,44,5,95671.75,0,1,1,106564.88,0
1996,0,0,1,62,2,0.0,0,0,0,42763.12,1
1997,2,0,0,34,1,142151.75,0,1,1,168753.34,0
1998,1,0,1,43,5,127823.93,0,1,1,19483.35,0
1999,1,2,1,43,3,144164.29,0,1,1,158646.46,0
2000,4,0,1,58,1,63492.94,0,1,1,83172.19,0
2001,1,0,0,27,3,0.0,0,1,1,76889.79,0
2002,1,0,1,74,2,0.0,0,0,1,51554.58,0
2003,1,0,1,41,0,106134.46,0,0,1,105570.39,0
2004,2,2,1,29,8,127269.75,0,0,1,79495.01,0
2005,3,2,0,32,3,124493.03,0,0,1,52583.79,1
2006,2,0,1,39,7,0.0,0,1,0,26848.25,0
2007,2,2,0,43,10,146547.78,0,0,1,10072.55,1
2008,1,0,1,43,6,99610.92,0,1,0,187296.78,0
2009,2,2,1,46,5,117837.43,0,1,0,104016.61,1
2010,0,1,0,48,8,168522.37,0,1,1,151310.16,0
2011,0,0,1,32,9,117337.54,0,0,1,62810.91,0
2012,4,0,1,74,9,108131.53,0,0,1,60830.38,0
2013,2,2,1,35,4,136496.12,0,1,0,116672.02,0
2014,0,0,1,32,3,116324.53,0,1,0,77304.49,0
2015,3,2,0,40,2,75470.23,0,1,1,52894.01,0
2016,2,0,1,28,4,172646.82,0,1,1,116471.43,0
2017,2,1,0,37,4,0.0,0,0,0,4539.38,0
2018,2,2,1,27,3,160358.68,0,1,0,142367.72,0
2019,2,0,1,30,3,98415.37,0,1,1,110520.48,0
2020,1,2,0,30,6,57809.32,0,1,0,188258.49,0
2021,2,2,0,18,3,128743.8,0,0,0,197322.13,0
2022,0,2,1,24,4,130806.42,0,1,0,80241.14,0
2023,1,0,1,41,1,123971.16,0,0,1,172814.99,0
2024,0,1,0,39,6,0.0,0,0,0,38410.74,1
2025,1,0,1,45,9,0.0,0,0,0,17622.82,0
2026,0,1,0,23,9,0.0,0,0,1,48021.71,0
2027,1,0,0,59,7,0.0,0,1,0,88958.49,1
2028,0,0,0,39,9,0.0,0,1,0,116343.09,0
2029,0,0,1,33,4,156297.58,0,1,1,166102.61,0
2030,1,1,0,28,2,0.0,0,0,1,104353.26,0
2031,3,0,1,51,3,123372.3,0,1,1,115429.32,0
2032,1,2,0,37,5,92171.35,1,1,0,178106.34,1
2033,1,1,1,41,8,0.0,0,1,0,132152.32,0
2034,2,2,1,34,4,148375.19,0,1,1,21521.38,0
2035,1,0,0,44,8,0.0,0,1,1,27431.62,0
2036,3,1,1,34,6,147422.44,0,0,1,42143.61,0
2037,1,1,0,24,7,173962.32,0,0,0,106457.11,1
2038,1,0,1,47,0,0.0,0,1,1,133831.37,1
2039,0,2,0,64,6,145215.43,0,1,1,164083.72,0
2040,0,0,0,38,5,167539.97,0,0,1,159207.34,0
2041,4,0,0,39,1,94968.97,0,1,0,84487.62,0
2042,1,2,0,27,3,106116.5,0,1,0,3674.71,0
2043,2,0,1,34,5,0.0,0,0,1,12092.03,0
2044,0,0,1,45,2,0.0,0,1,0,77475.73,0
2045,1,0,0,31,9,0.0,0,0,0,41291.73,0
2046,0,2,1,34,8,120018.86,0,1,1,343.38,0
2047,0,0,1,37,2,112541.54,0,0,0,47432.43,0
2048,0,0,0,35,5,166118.45,0,1,0,127827.18,0
2049,2,0,0,45,1,102882.4,0,1,1,35633.15,1
2050,0,0,0,49,8,0.0,0,1,1,182865.09,1
2051,2,0,0,37,1,106881.5,0,0,0,169386.81,0
2052,2,2,1,26,4,120727.97,0,0,1,149073.88,0
2053,4,0,1,63,8,169832.57,0,0,0,184107.26,1
2054,3,0,1,41,5,0.0,0,1,1,22750.17,0
2055,0,2,1,38,9,113599.42,0,0,0,11950.29,0
2056,0,1,1,38,6,0.0,0,1,1,152880.07,1
2057,3,0,1,32,9,0.0,0,1,0,175252.78,0
2058,2,0,1,47,3,0.0,0,1,0,174303.29,0
2059,1,1,0,50,4,0.0,0,1,1,80701.72,0
2060,2,1,1,38,6,146282.79,0,1,0,198516.2,0
2061,0,2,0,38,6,119413.62,0,1,0,175756.36,0
2062,2,2,0,29,3,122084.63,0,0,1,82824.08,0
2063,1,2,0,35,1,103060.63,0,1,0,179866.01,1
2064,3,0,1,44,6,0.0,0,1,1,159899.97,0
2065,1,0,1,33,8,0.0,0,1,0,138504.28,0
2066,0,2,1,37,9,110483.86,0,1,1,127394.67,0
2067,3,0,1,31,9,120718.28,0,1,1,58961.49,0
2068,1,1,0,31,2,36566.96,0,1,0,103644.98,1
2069,1,2,1,28,8,108601.0,0,1,1,119647.7,0
2070,2,0,0,42,4,0.0,0,1,0,28465.86,1
2071,2,1,0,36,5,0.0,0,1,1,152979.14,0
2072,3,0,1,36,4,0.0,0,1,1,190911.02,0
2073,1,1,0,48,2,0.0,0,1,1,95794.98,0
2074,1,2,1,44,1,141136.62,0,1,0,189742.78,1
2075,2,2,1,45,9,108231.37,0,1,1,188574.08,0
2076,1,0,1,40,6,0.0,0,0,0,183872.88,1
2077,0,1,0,34,6,144855.34,0,0,0,196555.32,0
2078,1,0,1,63,2,68432.45,0,1,1,112503.24,1
2079,0,0,1,45,6,136855.24,0,1,0,46864.0,0
2080,2,0,0,55,3,44020.89,0,1,0,65864.4,1
2081,0,2,1,32,9,133060.63,0,1,1,125167.92,0
2082,4,1,1,39,7,0.0,0,1,1,177519.39,0
2083,0,0,1,24,1,0.0,0,1,1,169653.32,0
2084,0,0,0,36,5,97665.61,0,1,0,118372.55,1
2085,1,2,1,28,5,185013.02,0,1,0,16481.12,0
2086,2,1,0,32,0,0.0,0,1,1,138525.19,0
2087,2,0,0,52,7,65971.61,0,1,0,14608.0,1
2088,1,2,0,41,9,150463.11,0,0,1,81548.38,0
2089,2,0,0,33,1,0.0,0,0,0,69608.48,0
2090,1,1,1,39,9,0.0,0,1,0,68873.8,0
2091,1,0,0,37,5,136425.18,0,1,0,81102.81,0
2092,1,1,1,38,3,250898.09,1,0,1,81054.0,1
2093,0,0,1,55,4,146798.81,0,1,1,74149.77,0
2094,0,1,1,70,1,0.0,0,0,0,99503.19,0
2095,1,2,0,40,7,128486.91,0,1,0,10109.47,0
2096,1,0,0,38,9,0.0,0,1,1,58855.85,0
2097,0,1,1,37,1,143407.29,0,0,1,84402.46,0
2098,1,0,0,43,2,0.0,0,1,0,49713.87,1
2099,0,0,1,57,6,76165.65,0,1,1,133537.53,0
2100,3,0,1,40,4,0.0,0,1,0,124615.59,0
2101,2,1,0,49,8,0.0,0,0,1,98090.69,0
2102,3,2,0,33,6,90560.3,0,1,1,42607.69,0
2103,1,0,1,61,3,62391.22,0,1,1,192434.11,0
2104,3,0,1,42,5,0.0,1,0,0,60686.4,0
2105,0,0,0,31,7,0.0,0,1,1,49463.44,0
2106,1,2,0,55,1,123378.2,0,1,0,81431.99,1
2107,1,1,0,42,3,99836.47,0,0,1,22909.56,0
2108,1,2,1,74,5,161434.36,0,1,1,65532.17,0
2109,1,1,1,41,5,0.0,0,0,1,141053.85,0
2110,2,2,0,48,10,138311.76,0,1,1,3472.63,1
2111,1,0,1,25,7,0.0,0,1,0,102083.78,0
2112,0,1,0,28,4,0.0,0,1,0,1801.77,0
2113,2,2,1,35,6,101744.84,0,0,0,85185.44,0
2114,2,1,1,33,8,0.0,0,1,0,119882.7,0
2115,0,2,0,54,4,125456.07,0,1,0,83715.66,1
2116,2,0,1,44,7,0.0,0,1,0,23425.78,0
2117,2,0,1,31,2,0.0,0,0,1,77326.78,0
2118,0,0,0,27,7,0.0,0,1,0,156150.08,1
2119,2,0,1,29,5,0.0,0,1,0,108577.97,0
2120,1,2,0,54,4,118449.21,0,1,1,133573.29,1
2121,2,0,1,30,2,0.0,0,0,1,102057.86,0
2122,3,1,0,32,9,178095.55,0,0,0,47247.56,0
2123,1,2,0,25,2,109175.14,0,1,0,114566.47,0
2124,2,0,1,32,7,127785.17,1,0,0,184464.7,1
2125,0,0,0,45,6,0.0,0,0,1,151401.33,0
2126,3,0,0,40,9,0.0,0,1,1,70607.1,0
2127,2,2,1,34,9,134260.36,0,1,0,147074.67,0
2128,3,0,1,37,8,69143.91,0,0,1,105780.18,0
2129,2,0,1,34,4,100054.77,0,1,0,109496.45,0
2130,2,0,0,45,6,0.0,0,1,1,137739.45,0
2131,1,0,1,38,2,116248.88,0,1,0,105140.92,0
2132,1,1,0,43,6,86053.52,0,1,1,113276.46,1
2133,2,0,0,32,6,123157.95,0,1,0,172531.23,0
2134,2,0,1,44,1,63438.91,0,1,0,64375.4,0
2135,2,2,1,57,9,95295.39,0,1,0,28434.44,1
2136,2,0,1,18,4,133550.67,0,1,1,46941.41,0
2137,4,0,0,38,1,106871.81,0,1,0,29333.01,0
2138,2,1,1,45,3,105266.32,0,1,1,193724.51,0
2139,1,0,0,51,2,105229.53,0,1,0,34967.75,1
2140,1,0,1,41,8,102768.42,0,1,0,55663.85,0
2141,2,0,1,18,7,0.0,0,1,1,55753.12,1
2142,2,0,1,35,6,112689.95,0,1,0,176962.31,0
2143,4,0,1,38,9,122334.26,0,1,1,181507.44,0
2144,1,1,1,34,1,0.0,0,1,0,61995.57,0
2145,1,1,1,33,4,137847.41,0,1,0,98349.13,0
2146,4,0,1,49,5,122486.47,0,0,1,59748.19,0
2147,1,0,1,33,2,101286.11,0,1,1,159840.51,0
2148,1,1,1,26,7,0.0,0,1,1,6656.64,0
2149,4,1,1,57,4,101247.06,0,1,0,37141.62,1
2150,1,0,1,38,10,86977.96,0,0,1,37094.75,0
2151,3,0,1,57,7,0.0,0,1,0,159475.08,1
2152,3,0,0,55,9,110123.59,0,0,1,51548.14,1
2153,2,0,1,36,8,178111.82,0,0,0,58719.63,1
2154,1,2,1,65,10,126306.64,1,0,0,7861.68,1
2155,1,0,0,35,6,100768.77,0,1,0,19199.61,0
2156,1,0,1,42,5,0.0,0,1,0,178504.29,0
2157,3,0,0,44,3,0.0,0,1,1,189016.14,0
2158,2,0,0,40,7,118991.79,0,1,1,156048.64,0
2159,2,0,1,72,3,140997.26,0,0,1,52876.41,0
2160,2,0,1,28,5,0.0,0,0,1,19653.08,0
2161,0,2,1,32,6,166824.59,0,1,0,139451.98,0
2162,2,0,0,34,2,76322.69,0,1,0,128136.29,0
2163,1,0,1,35,6,0.0,0,1,1,45206.57,0
2164,3,1,1,77,8,149083.7,0,1,1,190146.83,0
2165,0,0,1,33,7,0.0,0,0,1,158313.87,0
2166,1,0,1,40,9,0.0,0,1,1,96670.2,0
2167,3,0,1,33,1,126588.81,0,0,1,62163.53,0
2168,2,2,0,56,2,143249.67,0,1,0,88428.41,1
2169,3,2,1,43,8,81844.91,0,1,1,35908.46,0
2170,0,0,1,40,4,0.0,0,0,1,168780.04,0
2171,0,2,1,58,9,190298.89,0,1,1,191263.76,0
2172,1,2,1,35,2,117212.18,0,1,1,83052.03,0
2173,2,0,0,46,0,0.0,0,1,1,125962.02,0
2174,1,0,1,26,4,139848.17,0,1,0,164696.27,0
2175,3,2,0,34,9,101861.36,0,0,0,187011.96,0
2176,2,1,1,35,2,167455.66,0,1,1,55324.49,0
2177,1,0,0,24,4,0.0,0,0,1,34335.55,0
2178,3,1,0,43,1,116360.07,0,1,0,17004.14,0
2179,3,1,1,40,3,88466.82,0,0,0,116331.42,0
2180,1,0,0,42,7,0.0,0,0,1,22974.01,0
2181,1,2,0,46,5,123642.36,0,1,1,49725.16,1
2182,1,1,1,38,9,0.0,0,0,1,87412.74,0
2183,2,0,1,38,9,72286.84,0,1,1,26136.89,0
2184,1,0,0,40,1,0.0,0,1,0,126554.96,0
2185,2,1,1,40,1,109681.61,0,1,1,193321.3,0
2186,0,2,1,37,9,145018.64,0,1,0,90928.02,1
2187,2,1,1,34,8,0.0,0,1,1,76510.46,0
2188,2,1,0,32,8,187487.63,0,1,1,120115.5,0
2189,0,0,1,35,2,165692.91,0,1,1,197984.58,0
2190,2,2,0,59,5,137648.41,0,1,0,142977.05,1
2191,0,1,0,47,6,118560.0,0,1,0,82522.61,1
2192,4,0,1,33,8,164385.53,0,1,0,150664.97,0
